mag,Family,Genus
SHCC111A_bin.75,f__Acutalibacteraceae,g__UBA1081
SHCC111A_bin.79,f__Elusimicrobiaceae,g__UBA1436
SHCC111A_bin.80,f__RUG14156,g__Galligastranaerophilus_A
SHCC111A_bin.81,f__Acutalibacteraceae,g__Eubacterium_R
SHCC111A_bin.82,f__Bacteroidaceae,g__Paraprevotella
SHCC111A_bin.83,f__UBA660,g__CAG-605
SHCC111A_bin.85,f__UBA1242,g__UBA6345
SHCC111A_bin.87,f__Bacteroidaceae,g__Mediterranea
SHCC111A_bin.88,f__Bacteroidaceae,g__Avibacteroides
SHCC111A_bin.95,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC111A_bin.98,f__P3,g__Pullibacteroides
SHCC111A_bin.99,f__Anaerotignaceae,g__Anaerotignum
SHCC112A_bin.1,f__UBA660,g__Faecimonas
SHCC112A_bin.10,f__UBA3700,g__RACS-045
SHCC112A_bin.14,f__CAG-314,g__Limihabitans
SHCC112A_bin.16,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC112A_bin.17,unknown,unknown
SHCC112A_bin.18,f__Mucispirillaceae,unknown
SHCC112A_bin.20,f__CAG-239,g__HGM16780
SHCC112A_bin.21,f__Ruminococcaceae,g__Faecivivens
SHCC112A_bin.22,f__Ruminococcaceae,g__Negativibacillus
SHCC112A_bin.23,f__Ruminococcaceae,g__Fournierella
SHCC112A_bin.25,f__Acutalibacteraceae,g__CAG-217
SHCC112A_bin.27,f__CAG-917,g__Limadaptatus
SHCC112A_bin.28,f__Lachnospiraceae,g__Blautia_A
SHCC112A_bin.30,f__Bacteroidaceae,g__Paraprevotella
SHCC112A_bin.33,f__Acutalibacteraceae,g__Eubacterium_R
SHCC112A_bin.35,f__UBA3700,g__Ornithoclostridium
SHCC112A_bin.38,f__Ruminococcaceae,g__Faecalibacterium
SHCC112A_bin.4,f__Anaerotignaceae,g__Metalachnospira
SHCC112A_bin.42,f__Oscillospiraceae,g__Lawsonibacter
SHCC112A_bin.43,f__Tannerellaceae,g__Parabacteroides
SHCC112A_bin.5,f__Bacteroidaceae,g__Phocaeicola
SHCC112A_bin.50,f__UBA660,g__Onthousia
SHCC112A_bin.55,f__CAG-239,g__CAAFZY01
SHCC112A_bin.57,f__Bacteroidaceae,g__Avibacteroides
SHCC112A_bin.58,f__Anaerotignaceae,g__Anaerotignum
SHCC112A_bin.60,f__Oscillospiraceae,g__Dysosmobacter
SHCC112A_bin.61,f__UBA1242,g__UBA5893
SHCC112A_bin.62,f__Acutalibacteraceae,g__RGIG9287
SHCC112A_bin.65,f__Tannerellaceae,g__Parabacteroides
SHCC112A_bin.66,f__Oscillospiraceae,g__CAJFPI01
SHCC112A_bin.67,f__Gastranaerophilaceae,g__CAG-196
SHCC112A_bin.68,f__Ruminococcaceae,g__Anaerofilum
SHCC112A_bin.7,f__Lachnospiraceae,g__Mediterraneibacter
SHCC112A_bin.70,f__Borkfalkiaceae,g__Coproplasma
SHCC112A_bin.75,f__Brachyspiraceae,g__Brachyspira
SHCC112A_bin.82,f__UBA660,unknown
SHCC113A_bin.12,f__Selenomonadaceae,g__Megamonas
SHCC113A_bin.13,f__UBA3700,g__Ornithoclostridium
SHCC113A_bin.14,f__CAG-917,g__Limadaptatus
SHCC113A_bin.19,f__Acidaminococcaceae,g__URXU01
SHCC113A_bin.20,f__Butyricicoccaceae,g__Butyricicoccus
SHCC113A_bin.22,f__Bacteroidaceae,g__Avibacteroides
SHCC113A_bin.23,f__Oscillospiraceae,g__Dysosmobacter
SHCC113A_bin.24,f__Bacteroidaceae,g__Phocaeicola
SHCC113A_bin.25,f__Barnesiellaceae,g__Barnesiella
SHCC113A_bin.5,f__Oscillospiraceae,g__Flavonifractor
SHCC113A_bin.6,f__Anaerotignaceae,g__Anaerotignum
SHCC114A_bin.10,f__Tannerellaceae,g__Parabacteroides
SHCC114A_bin.16,f__Acutalibacteraceae,g__RGIG2774
SHCC114A_bin.19,f__Bacteroidaceae,g__43-108
SHCC114A_bin.2,f__RUG14156,g__Galligastranaerophilus
SHCC114A_bin.21,f__UBA1242,g__CALWPI01
SHCC114A_bin.23,f__UBA3700,g__Ornithoclostridium
SHCC114A_bin.26,f__CAG-917,g__Limadaptatus
SHCC114A_bin.28,f__DTU072,g__Stercoripulliclostridium_A
SHCC114A_bin.29,f__Oscillospiraceae,g__Faecousia
SHCC114A_bin.32,f__Acidaminococcaceae,g__CAG-266
SHCC114A_bin.36,f__Ruminococcaceae,g__Faecivivens
SHCC114A_bin.40,f__UBA3700,g__Ornithoclostridium
SHCC114A_bin.42,f__Ruminococcaceae,g__Faecalibacterium
SHCC114A_bin.46,f__Bacteroidaceae,g__Mediterranea
SHCC114A_bin.54,f__Acutalibacteraceae,g__UMGS263
SHCC114A_bin.55,f__Selenomonadaceae,g__Megamonas
SHCC114A_bin.60,f__Ruminococcaceae,g__Faecalibacterium
SHCC114A_bin.62,f__UBA660,g__Faecimonas
SHCC114A_bin.64,f__Ruminococcaceae,g__Faecalibacterium
SHCC114A_bin.67,f__UBA660,g__Onthousia
SHCC114A_bin.68,f__Muribaculaceae,g__Limisoma
SHCC114A_bin.70,f__UBA1242,g__CAKVLS01
SHCC114A_bin.71,f__RUG14156,g__Galligastranaerophilus_A
SHCC114A_bin.72,f__Elusimicrobiaceae,g__UBA1436
SHCC114A_bin.73,f__Anaerotignaceae,g__Metalachnospira
SHCC114A_bin.75,f__Oscillospiraceae,g__Avoscillospira_A
SHCC114A_bin.8,f__Rikenellaceae,g__Alistipes
SHCC114A_bin.80,f__Butyricicoccaceae,g__Agathobaculum
SHCC114A_bin.83,f__Ruminococcaceae,g__RGIG3102
SHCC114A_bin.85,f__UBA932,g__Cryptobacteroides
SHCC114A_bin.87,f__Bacteroidaceae,g__Alloprevotella
SHCC114A_bin.89,f__Borkfalkiaceae,g__Coproplasma
SHCC114A_bin.9,f__Tannerellaceae,g__Parabacteroides
SHCC114A_bin.91,f__Acidaminococcaceae,g__URXU01
SHCC114A_bin.93,f__Nanosyncoccaceae,g__Nanosyncoccus
SHCC115A_bin.10,f__DTU072,g__Stercoripulliclostridium_A
SHCC115A_bin.11,f__Ruminococcaceae,g__Faecalibacterium
SHCC115A_bin.13,f__UBA1242,g__UBA7867
SHCC115A_bin.14,f__Acutalibacteraceae,g__Fimenecus
SHCC115A_bin.15,f__Rikenellaceae,g__Alistipes
SHCC115A_bin.17,f__Lachnospiraceae,g__Merdisoma
SHCC115A_bin.18,f__Oscillospiraceae,g__Dysosmobacter
SHCC115A_bin.2,f__UBA660,g__Faecimonas
SHCC115A_bin.20,f__DTU072,g__CAG-1782
SHCC115A_bin.26,f__Lachnospiraceae,g__Mediterraneibacter
SHCC115A_bin.27,f__UBA660,g__Faecimonas
SHCC115A_bin.31,f__Ruminococcaceae,g__Anaerofilum
SHCC115A_bin.4,f__CAG-917,g__Limadaptatus
SHCC115A_bin.40,f__UBA1829,g__UBA11452
SHCC115A_bin.46,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC115A_bin.51,f__UBA932,g__Cryptobacteroides
SHCC115A_bin.59,f__Ruminococcaceae,g__Faecalibacterium
SHCC115A_bin.6,f__Ruminococcaceae,g__Negativibacillus
SHCC115A_bin.66,f__Ruminococcaceae,g__Faecalibacterium
SHCC115A_bin.69,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC115A_bin.71,f__UBA660,g__Faecenecus
SHCC115A_bin.73,f__Selenomonadaceae,g__Megamonas
SHCC115A_bin.74,f__Barnesiellaceae,g__Barnesiella
SHCC115A_bin.77,f__Rikenellaceae,g__Alistipes
SHCC115A_bin.78,f__Acidaminococcaceae,g__CAG-266
SHCC115A_bin.80,f__Tannerellaceae,g__Parabacteroides
SHCC115A_bin.9,f__Oscillospiraceae,g__Faecousia
SHCC116A_bin.10,f__UBA660,g__Aphodocola
SHCC116A_bin.15,f__Elusimicrobiaceae,g__UBA1436
SHCC116A_bin.17,f__Tannerellaceae,g__Parabacteroides
SHCC116A_bin.18,f__UBA932,g__Cryptobacteroides
SHCC116A_bin.22,f__Butyricicoccaceae,g__Agathobaculum
SHCC116A_bin.23,f__Acutalibacteraceae,g__Fimenecus
SHCC116A_bin.24,f__Ruminococcaceae,g__Anaerofilum
SHCC116A_bin.25,f__CAG-239,g__CAZU01
SHCC116A_bin.28,f__Lachnospiraceae,g__Mediterraneibacter
SHCC116A_bin.3,f__Lachnospiraceae,g__Merdisoma
SHCC116A_bin.30,f__UBA1242,g__UBA6345
SHCC116A_bin.32,f__Rikenellaceae,g__Alistipes
SHCC116A_bin.34,f__Tannerellaceae,g__Parabacteroides
SHCC116A_bin.36,f__CAG-508,g__CAG-269
SHCC116A_bin.37,f__UBA932,g__Cryptobacteroides
SHCC116A_bin.4,f__Muribaculaceae,g__Limisoma
SHCC116A_bin.40,f__Rikenellaceae,g__Alistipes
SHCC116A_bin.42,f__Anaerotignaceae,g__Metalachnospira
SHCC116A_bin.47,f__Lachnospiraceae,g__Mediterraneibacter
SHCC116A_bin.49,f__Elusimicrobiaceae,g__Avelusimicrobium
SHCC116A_bin.50,f__Barnesiellaceae,g__Barnesiella
SHCC116A_bin.59,f__Ruminococcaceae,g__Avimicrobium
SHCC116A_bin.6,f__Bacteroidaceae,g__Phocaeicola
SHCC116A_bin.62,f__P3,g__Pullibacteroides
SHCC116A_bin.64,f__Erysipelotrichaceae,g__JALEVB01
SHCC117A_bin.10,f__Bacteroidaceae,g__43-108
SHCC117A_bin.11,f__Bacteroidaceae,g__Phocaeicola
SHCC117A_bin.13,f__Bacteroidaceae,g__Mediterranea
SHCC117A_bin.16,f__Ruminococcaceae,g__Faecalibacterium
SHCC117A_bin.17,f__Acutalibacteraceae,g__Eubacterium_R
SHCC117A_bin.18,f__Elusimicrobiaceae,g__UBA1436
SHCC117A_bin.19,f__Bacteroidaceae,g__Mediterranea
SHCC117A_bin.2,f__UBA932,g__Cryptobacteroides
SHCC117A_bin.26,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC117A_bin.29,f__Ruminococcaceae,g__Faecalibacterium
SHCC117A_bin.3,f__Acutalibacteraceae,g__Limousia
SHCC117A_bin.30,f__Muribaculaceae,g__Limisoma
SHCC117A_bin.34,f__UBA3700,g__RACS-045
SHCC117A_bin.35,f__Oscillospiraceae,g__Enterenecus
SHCC117A_bin.36,f__Rikenellaceae,g__Rikenella
SHCC117A_bin.5,f__Acutalibacteraceae,g__Eubacterium_R
SHCC117A_bin.6,f__UBA3700,g__Ornithoclostridium
SHCC117A_bin.9,f__Ruminococcaceae,g__Anaerofilum
SHCC118A_bin.1,f__Oscillospiraceae,g__Enterenecus
SHCC118A_bin.2,f__Ruminococcaceae,g__Massiliimalia
SHCC118A_bin.3,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC119A_bin.10,f__Ruminococcaceae,g__Anaerofilum
SHCC119A_bin.13,f__Anaerotignaceae,g__Anaerotignum
SHCC119A_bin.17,f__Acutalibacteraceae,g__CAG-217
SHCC119A_bin.19,f__Tannerellaceae,g__Parabacteroides
SHCC119A_bin.21,f__CAG-239,g__51-20
SHCC119A_bin.24,f__Ruminococcaceae,g__Negativibacillus
SHCC119A_bin.27,f__UBA3700,g__RACS-045
SHCC119A_bin.28,f__UBA3700,g__RACS-045
SHCC119A_bin.3,f__Ruminococcaceae,g__Faecalibacterium
SHCC119A_bin.30,f__Acutalibacteraceae,g__Limousia
SHCC119A_bin.32,f__UBA1242,g__Caccovivens
SHCC119A_bin.33,f__Lachnospiraceae,g__Merdisoma
SHCC119A_bin.34,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC119A_bin.38,f__Muribaculaceae,g__Limisoma
SHCC119A_bin.4,f__Peptostreptococcaceae,g__Peptacetobacter
SHCC119A_bin.44,f__Bacteroidaceae,g__Phocaeicola
SHCC119A_bin.46,f__CAG-239,g__HGM16780
SHCC119A_bin.48,f__Gastranaerophilaceae,g__CALURL01
SHCC119A_bin.50,f__Gastranaerophilaceae,g__CAG-196
SHCC119A_bin.51,f__UBA660,g__CALVVX01
SHCC119A_bin.52,f__CAG-314,g__Limihabitans
SHCC119A_bin.54,f__Bacteroidaceae,g__Avibacteroides
SHCC119A_bin.6,f__Bacteroidaceae,g__Mediterranea
SHCC119A_bin.60,f__Lachnospiraceae,g__Mediterraneibacter
SHCC119A_bin.61,f__UBA660,g__Onthocola_B
SHCC119A_bin.66,f__Lachnospiraceae,g__Egerieimonas_A
SHCC119A_bin.67,f__UBA3700,g__Ornithoclostridium
SHCC119A_bin.68,f__Ruminococcaceae,g__Faecivivens
SHCC119A_bin.69,f__Acidaminococcaceae,g__URXU01
SHCC119A_bin.72,f__P3,g__Pullibacteroides
SHCC119A_bin.77,f__Bacteroidaceae,g__Phocaeicola
SHCC119A_bin.79,f__Butyricicoccaceae,g__Butyricicoccus
SHCC11A_bin.15,f__Lachnospiraceae,g__Merdisoma
SHCC11A_bin.29,f__Bacteroidaceae,g__Phocaeicola
SHCC11A_bin.3,f__Anaerotignaceae,g__Metalachnospira
SHCC11A_bin.30,f__CAG-917,g__Limadaptatus
SHCC11A_bin.37,f__Tannerellaceae,g__Parabacteroides
SHCC11A_bin.38,f__DTU072,g__CAG-1782
SHCC11A_bin.40,f__Bacteroidaceae,g__Prevotella
SHCC11A_bin.45,f__UBA1242,g__Caccovivens
SHCC11A_bin.47,f__Ruminococcaceae,g__Anaerofilum
SHCC11A_bin.51,f__Anaerotignaceae,g__Anaerotignum
SHCC11A_bin.54,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC11A_bin.67,f__Acutalibacteraceae,g__Limousia
SHCC11A_bin.74,f__Bacteroidaceae,g__Prevotella
SHCC11A_bin.77,f__CAG-314,unknown
SHCC11A_bin.79,f__CAG-314,g__Limihabitans
SHCC11A_bin.82,f__Borkfalkiaceae,g__Coproplasma
SHCC11B_bin_with_2dai_data_bin.104,f__Bacteroidaceae,g__Avibacteroides
SHCC11B_bin_with_2dai_data_bin.107,f__Coprobacillaceae,g__Thomasclavelia
SHCC11B_bin_with_2dai_data_bin.111,f__Borkfalkiaceae,g__Coproplasma
SHCC11B_bin_with_2dai_data_bin.12,f__Oscillospiraceae,g__Enterenecus
SHCC11B_bin_with_2dai_data_bin.13,f__Succinivibrionaceae,g__CALXNP01
SHCC11B_bin_with_2dai_data_bin.14,f__UBA660,g__Faecimonas
SHCC11B_bin_with_2dai_data_bin.15,f__UBA932,g__Cryptobacteroides
SHCC11B_bin_with_2dai_data_bin.18,f__Succinivibrionaceae,g__Anaerobiospirillum
SHCC11B_bin_with_2dai_data_bin.2,f__Mucispirillaceae,g__Mucispirillum
SHCC11B_bin_with_2dai_data_bin.21,f__CAG-272,g__QALR01
SHCC11B_bin_with_2dai_data_bin.22,f__Akkermansiaceae,g__Akkermansia
SHCC11B_bin_with_2dai_data_bin.23,f__UBA660,g__Faecimonas
SHCC11B_bin_with_2dai_data_bin.26,f__Oscillospiraceae,g__Flavonifractor
SHCC11B_bin_with_2dai_data_bin.29,f__Acutalibacteraceae,g__UBA1081
SHCC11B_bin_with_2dai_data_bin.30,f__Lachnospiraceae,g__Blautia_A
SHCC11B_bin_with_2dai_data_bin.34,f__Ruminococcaceae,g__Negativibacillus
SHCC11B_bin_with_2dai_data_bin.36,f__Acutalibacteraceae,g__CAG-557
SHCC11B_bin_with_2dai_data_bin.38,f__Anaerotignaceae,g__Metalachnospira
SHCC11B_bin_with_2dai_data_bin.39,f__CAG-314,g__Limihabitans
SHCC11B_bin_with_2dai_data_bin.40,f__Elusimicrobiaceae,g__UBA1436
SHCC11B_bin_with_2dai_data_bin.44,f__UBA932,g__Cryptobacteroides
SHCC11B_bin_with_2dai_data_bin.48,f__Lachnospiraceae,g__Mediterraneibacter
SHCC11B_bin_with_2dai_data_bin.49,f__Oscillospiraceae,g__Faecousia
SHCC11B_bin_with_2dai_data_bin.50,f__Acutalibacteraceae,unknown
SHCC11B_bin_with_2dai_data_bin.52,f__Bacteroidaceae,g__Phocaeicola
SHCC11B_bin_with_2dai_data_bin.53,f__CAG-239,g__CAJLXD01
SHCC11B_bin_with_2dai_data_bin.56,f__Elusimicrobiaceae,g__UBA1436
SHCC11B_bin_with_2dai_data_bin.58,f__CAG-314,unknown
SHCC11B_bin_with_2dai_data_bin.6,f__Lachnospiraceae,g__Merdisoma
SHCC11B_bin_with_2dai_data_bin.63,f__Brachyspiraceae,g__Brachyspira
SHCC11B_bin_with_2dai_data_bin.65,f__CAG-239,g__CAJLXD01
SHCC11B_bin_with_2dai_data_bin.66,f__Marinifilaceae,g__Odoribacter
SHCC11B_bin_with_2dai_data_bin.7,f__Butyricicoccaceae,g__Butyricicoccus
SHCC11B_bin_with_2dai_data_bin.70,f__Anaerotignaceae,g__Anaerotignum
SHCC11B_bin_with_2dai_data_bin.71,f__Paludibacteraceae,g__Gallipaludibacter
SHCC11B_bin_with_2dai_data_bin.72,f__Desulfovibrionaceae,g__Desulfovibrio
SHCC11B_bin_with_2dai_data_bin.78,f__Ruminococcaceae,g__Faecivivens
SHCC11B_bin_with_2dai_data_bin.81,f__Acutalibacteraceae,g__Limousia
SHCC11B_bin_with_2dai_data_bin.84,f__CAG-239,g__HGM16780
SHCC11B_bin_with_2dai_data_bin.86,f__Rs-D84,g__Enterousia
SHCC11B_bin_with_2dai_data_bin.87,f__Coprobacteraceae,g__Coprobacter
SHCC11B_bin_with_2dai_data_bin.88,f__Tannerellaceae,g__Parabacteroides
SHCC11B_bin_with_2dai_data_bin.9,f__Acidaminococcaceae,g__URXU01
SHCC11B_bin_with_2dai_data_bin.90,f__Ruminococcaceae,g__Ruthenibacterium
SHCC11B_bin_with_2dai_data_bin.92,f__P3,g__Pullibacteroides
SHCC11B_bin_with_2dai_data_bin.94,f__Gastranaerophilaceae,g__Limenecus
SHCC11B_bin_with_2dai_data_bin.95,f__Bacteroidaceae,g__Mediterranea
SHCC11B_bin_with_2dai_data_bin.99,f__Brachyspiraceae,g__Brachyspira
SHCC11B_bin_with_3dai_data_bin.18,f__Bacteroidaceae,g__Paraprevotella
SHCC11B_bin_with_3dai_data_bin.29,f__Elusimicrobiaceae,g__Avelusimicrobium
SHCC11B_bin_with_3dai_data_bin.3,f__Mucispirillaceae,unknown
SHCC11B_bin_with_3dai_data_bin.31,f__CAG-314,g__Heteroclostridium
SHCC11B_bin_with_3dai_data_bin.36,f__Enterobacteriaceae,g__Escherichia
SHCC11B_bin_with_3dai_data_bin.4,f__Bacteroidaceae,g__Phocaeicola
SHCC11B_bin_with_3dai_data_bin.51,f__Rikenellaceae,g__Alistipes
SHCC120A_bin.3,f__Anaerotignaceae,g__Fimicola
SHCC121A_bin.13,f__Bacteroidaceae,g__Prevotella
SHCC121A_bin.15,f__Rikenellaceae,g__Alistipes
SHCC121A_bin.2,f__Ruminococcaceae,g__Faecalibacterium
SHCC121A_bin.21,f__Oscillospiraceae,g__Enterenecus
SHCC121A_bin.23,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC121A_bin.25,f__Ruminococcaceae,g__Fournierella
SHCC121A_bin.26,f__Mucispirillaceae,unknown
SHCC121A_bin.35,f__UBA3700,g__RACS-045
SHCC121A_bin.4,f__Brachyspiraceae,g__Brachyspira
SHCC121A_bin.40,f__Ruminococcaceae,g__Faecalibacterium
SHCC121A_bin.43,f__CAG-917,g__Limadaptatus
SHCC121A_bin.44,f__Bacteroidaceae,g__UBA6398
SHCC121A_bin.45,f__UBA660,g__CALVVX01
SHCC121A_bin.46,f__Anaerotignaceae,g__Metalachnospira
SHCC121A_bin.48,f__Barnesiellaceae,g__Barnesiella
SHCC121A_bin.49,f__Acutalibacteraceae,g__UBA1081
SHCC121A_bin.50,f__UBA1242,g__CAKVOD01
SHCC121A_bin.56,f__Erysipelotrichaceae,g__Bulleidia
SHCC121A_bin.58,f__Bacteroidaceae,g__Avibacteroides
SHCC121A_bin.8,f__Oscillospiraceae,g__Faecousia
SHCC122B_bin.11,f__Oscillospiraceae,g__Avoscillospira
SHCC122B_bin.13,f__Ruminococcaceae,g__Faecalibacterium
SHCC122B_bin.2,f__Lachnospiraceae,g__Merdisoma
SHCC122B_bin.20,f__Acutalibacteraceae,g__Eubacterium_R
SHCC122B_bin.21,f__Ruminococcaceae,g__Negativibacillus
SHCC122B_bin.23,f__Rikenellaceae,g__Avirikenella
SHCC122B_bin.39,f__Acidaminococcaceae,g__CAG-266
SHCC122B_bin.40,f__Ruminococcaceae,g__Gemmiger
SHCC122B_bin.42,f__Lachnospiraceae,g__Mediterraneibacter
SHCC122B_bin.46,f__Tannerellaceae,g__Parabacteroides
SHCC122B_bin.48,f__CAG-508,g__CAG-793
SHCC122B_bin.5,f__Oscillospiraceae,g__Scatomorpha
SHCC122B_bin.55,f__Bacteroidaceae,g__Avibacteroides
SHCC122B_bin.57,f__Ruminococcaceae,g__Anaerofilum
SHCC122B_bin.59,f__Bacteroidaceae,g__Paraprevotella
SHCC122B_bin.65,f__CAG-917,g__Limadaptatus
SHCC122B_bin.66,f__Ruminococcaceae,g__Faecalibacterium
SHCC122B_bin.69,f__Acutalibacteraceae,g__Limousia
SHCC122B_bin.73,f__Erysipelotrichaceae,g__JALEVB01
SHCC122B_bin.76,f__Anaerotignaceae,g__Anaerotignum
SHCC122B_bin.77,f__Acutalibacteraceae,g__Eubacterium_R
SHCC122B_bin.8,f__UBA660,g__Faecimonas
SHCC122B_bin.84,f__UBA660,g__RUG11198
SHCC122B_bin.9,f__Oscillospiraceae,g__Faecousia
SHCC123A_bin.13,f__Acidaminococcaceae,g__URXU01
SHCC123A_bin.15,f__Rikenellaceae,g__Alistipes
SHCC123A_bin.17,f__Acutalibacteraceae,g__UMGS263
SHCC123A_bin.19,f__Acutalibacteraceae,g__Caccousia
SHCC123A_bin.20,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC123A_bin.23,f__Rs-D84,g__Enterousia
SHCC123A_bin.24,f__UBA3700,g__Ornithoclostridium
SHCC123A_bin.25,f__UBA932,g__Cryptobacteroides
SHCC123A_bin.26,f__Bacteroidaceae,g__Phocaeicola
SHCC123A_bin.29,f__Fusobacteriaceae,g__Fusobacterium_A
SHCC123A_bin.3,f__Ruminococcaceae,g__Anaerofilum
SHCC123A_bin.6,f__Bacteroidaceae,g__Avibacteroides
SHCC123A_bin.8,f__Tannerellaceae,g__Parabacteroides
SHCC124B_bin.1,f__Acutalibacteraceae,g__UBA737
SHCC124B_bin.11,f__Butyricicoccaceae,g__Butyricicoccus
SHCC124B_bin.12,f__Ruminococcaceae,g__CALXEN01
SHCC124B_bin.13,f__UBA932,g__Merdivivens
SHCC124B_bin.15,f__CAG-239,g__CAJLXD01
SHCC124B_bin.17,f__Succinivibrionaceae,g__CALXNP01
SHCC124B_bin.22,f__Tannerellaceae,g__Parabacteroides
SHCC124B_bin.26,f__Selenomonadaceae,g__Megamonas
SHCC124B_bin.30,f__Acutalibacteraceae,g__UMGS263
SHCC124B_bin.32,f__UBA660,g__Faecenecus
SHCC124B_bin.35,f__CAG-239,g__HGM16780
SHCC124B_bin.37,f__Bacteroidaceae,g__Phocaeicola
SHCC124B_bin.4,f__Oscillospiraceae,g__Dysosmobacter
SHCC124B_bin.48,f__Bacteroidaceae,g__Paraprevotella
SHCC124B_bin.52,f__Erysipelotrichaceae,g__JALEVB01
SHCC124B_bin.56,f__Acutalibacteraceae,g__Fimenecus
SHCC124B_bin.57,f__Tannerellaceae,g__Parabacteroides
SHCC124B_bin.60,f__Ruminococcaceae,g__Gemmiger_A
SHCC124B_bin.61,f__Muribaculaceae,g__Limisoma
SHCC124B_bin.63,f__Bacteroidaceae,g__Avibacteroides
SHCC124B_bin.64,f__UBA3700,g__Ornithoclostridium
SHCC124B_bin.65,f__Elusimicrobiaceae,g__UBA1436
SHCC124B_bin.66,f__Gastranaerophilaceae,g__CALURL01
SHCC124B_bin.7,f__Tannerellaceae,g__Parabacteroides
SHCC124B_bin.74,f__Lachnospiraceae,g__Lachnoclostridium_A
SHCC124B_bin.78,f__Rikenellaceae,g__Alistipes
SHCC124B_bin.80,f__Brachyspiraceae,g__Brachyspira
SHCC124B_bin.81,f__Acutalibacteraceae,g__Eubacterium_R
SHCC124B_bin.9,f__Bacteroidaceae,g__Phocaeicola_A
SHCC125A_bin.1,f__Lachnospiraceae,g__Merdisoma
SHCC125A_bin.12,f__UBA3700,g__RACS-045
SHCC125A_bin.14,f__Butyricicoccaceae,g__Butyricicoccus
SHCC125A_bin.15,f__Brachyspiraceae,g__Brachyspira
SHCC125A_bin.19,f__Acutalibacteraceae,g__RGIG9287
SHCC125A_bin.2,f__Tannerellaceae,g__Parabacteroides
SHCC125A_bin.20,f__Butyricicoccaceae,g__Agathobaculum
SHCC125A_bin.23,f__Bacteroidaceae,g__Phocaeicola
SHCC125A_bin.26,f__UBA660,g__CAG-605
SHCC125A_bin.30,f__CAG-239,g__HGM16780
SHCC125A_bin.33,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SHCC125A_bin.36,f__Muribaculaceae,g__Limisoma
SHCC125A_bin.37,f__Ruminococcaceae,g__Faecalibacterium
SHCC125A_bin.39,f__Gastranaerophilaceae,g__Limenecus
SHCC125A_bin.45,f__Selenomonadaceae,g__Megamonas
SHCC125A_bin.48,f__Streptococcaceae,g__Streptococcus
SHCC125A_bin.49,f__Succinivibrionaceae,g__Anaerobiospirillum
SHCC125A_bin.50,f__UBA932,g__Cryptobacteroides
SHCC125A_bin.51,f__Acutalibacteraceae,g__Fimenecus
SHCC125A_bin.57,unknown,unknown
SHCC125A_bin.7,f__UBA660,g__Faecimonas
SHCC125A_bin.8,f__Bacteroidaceae,g__Phocaeicola
SHCC126A_bin.10,f__UBA3700,g__RACS-045
SHCC126A_bin.12,f__Marinifilaceae,g__Odoribacter
SHCC126A_bin.15,f__UBA932,g__Cryptobacteroides
SHCC126A_bin.16,f__Tannerellaceae,g__Parabacteroides
SHCC126A_bin.19,f__Acutalibacteraceae,g__UBA737
SHCC126A_bin.2,f__Erysipelotrichaceae,g__Merdibacter
SHCC126A_bin.20,f__Rs-D84,g__Enterousia
SHCC126A_bin.24,f__Acutalibacteraceae,g__UMGS263
SHCC126A_bin.25,f__UBA3700,g__RACS-045
SHCC126A_bin.26,f__Bacteroidaceae,g__Phocaeicola
SHCC126A_bin.3,f__Bacteroidaceae,g__Phocaeicola
SHCC126A_bin.30,f__Acutalibacteraceae,g__Limousia
SHCC126A_bin.31,f__Ruminococcaceae,g__Negativibacillus
SHCC126A_bin.32,f__Oscillospiraceae,g__Faecousia
SHCC126A_bin.36,f__Akkermansiaceae,g__Akkermansia
SHCC126A_bin.37,f__UBA1242,g__CALWPI01
SHCC126A_bin.38,f__Butyricicoccaceae,g__Agathobaculum
SHCC126A_bin.39,f__Bacteroidaceae,g__43-108
SHCC126A_bin.40,f__CAG-239,g__HGM16780
SHCC126A_bin.42,f__Rikenellaceae,g__Alistipes
SHCC126A_bin.44,f__Oscillospiraceae,g__Flavonifractor
SHCC126A_bin.46,f__Tannerellaceae,g__Parabacteroides
SHCC126A_bin.48,f__Bacteroidaceae,g__Phocaeicola
SHCC126A_bin.49,f__Ruminococcaceae,g__Faecalibacterium
SHCC126A_bin.56,f__Rikenellaceae,g__Alistipes
SHCC126A_bin.59,f__Elusimicrobiaceae,g__UBA1436
SHCC126A_bin.6,f__Acutalibacteraceae,g__Fimenecus
SHCC126A_bin.61,f__Lachnospiraceae,g__Blautia_A
SHCC126A_bin.63,f__Ruminococcaceae,g__Anaerofilum
SHCC126A_bin.7,f__Ruminococcaceae,g__RGIG3102
SHCC126A_bin.70,f__Anaerotignaceae,g__Anaerotignum
SHCC126A_bin.71,f__UBA660,g__Aphodocola
