MAG	p	p.adj	p.format	p.signif	method	MAG_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Abundance_mean	live_rate	Group
MAG8228	0.0116005294825762	0.012	0.012	*	Kruskal-Wallis	SHCC104A_bin.15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__	0.539537367	0.909090909	other_genus_from_Bacteroidaceae
MAG8469	0.0123863879258	0.012	0.012	*	Kruskal-Wallis	SHCC111A_bin.44	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.258456938	0.713804714	other_families
MAG8518	0.0121184500902062	0.012	0.012	*	Kruskal-Wallis	SHCC112A_bin.30	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella stercorigallinarum	0.248495064	0.851851852	other_genus_from_Bacteroidaceae
MAG991	0.0124992260373603	0.012	0.012	*	Kruskal-Wallis	BKDN170794385_1A_bin.41	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.007361924	0.259259259	other_families
MAG11040	0.0132304214067151	0.013	0.013	*	Kruskal-Wallis	SHCC189A_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp944382775	0.401175983	0.626262626	other_families
MAG11998	0.0132295866935132	0.013	0.013	*	Kruskal-Wallis	SHCC213A_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp003477995	0.189950101	0.373737374	other_genus_from_Bacteroidaceae
MAG13149	0.0125667104268348	0.013	0.013	*	Kruskal-Wallis	SHCC251B_bin.73	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella excrementavium	0.070542185	0.565656566	other_families
MAG13288	0.0133202169748772	0.013	0.013	*	Kruskal-Wallis	SHCC255B_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.075525024	0.444444444	other_genus_from_Bacteroidaceae
MAG14062	0.0125079321594345	0.013	0.013	*	Kruskal-Wallis	SHCC271B_bin.20	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.238163556	0.952861953	other_families
MAG14638	0.0127948974098344	0.013	0.013	*	Kruskal-Wallis	SHCC285B_bin_with_2dai_data_bin.144	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__	0.047317926	0.767676768	other_families
MAG14699	0.0125791518628811	0.013	0.013	*	Kruskal-Wallis	SHCC285B_bin_with_3dai_data_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Massiliimalia	s__	0.070004707	0.249158249	other_families
MAG16026	0.0126115603675061	0.013	0.013	*	Kruskal-Wallis	SHCC47A_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerofilum	s__	0.175720532	0.653198653	other_families
MAG16716	0.0130489074071287	0.013	0.013	*	Kruskal-Wallis	SHCC66A_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp944388725	0.085296114	0.589225589	other_families
MAG17162	0.0129109184239806	0.013	0.013	*	Kruskal-Wallis	SHCC79A_bin.28	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.028154485	0.282828283	other_families
MAG17437	0.0126140545692236	0.013	0.013	*	Kruskal-Wallis	SHCC89A_bin.11	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E columbae_A	0.23179136	0.555555556	other_families
MAG17572	0.0129099718104554	0.013	0.013	*	Kruskal-Wallis	SHCC91A_bin.83	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum	0.071801481	0.393939394	other_families
MAG20296	0.0125500897800862	0.013	0.013	*	Kruskal-Wallis	SRR29449361_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella merdipullorum	0.135040879	0.730639731	other_families
MAG20898	0.0134512434900979	0.013	0.013	*	Kruskal-Wallis	SRR29449910_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola barnesiae	0.476135418	0.838383838	g__Phocaeicola
MAG219	0.0134205960627654	0.013	0.013	*	Kruskal-Wallis	BKDN170793906_1A_bin.30	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.027355847	0.235690236	other_families
MAG2399	0.013421397413186	0.013	0.013	*	Kruskal-Wallis	CCH157_2B_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Massiliimalia	s__	0.170614721	0.548821549	other_families
MAG2517	0.0132038425324279	0.013	0.013	*	Kruskal-Wallis	CCH162_1A_bin.92	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella massiliensis	0.11438103	0.787878788	other_families
MAG4712	0.0126286246273353	0.013	0.013	*	Kruskal-Wallis	CCY11A_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp905215575	0.212658916	0.727272727	other_genus_from_Bacteroidaceae
MAG4759	0.0129104483389239	0.013	0.013	*	Kruskal-Wallis	CCY17A_bin.11	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.050697936	0.949494949	other_families
MAG7244	0.0128771580540613	0.013	0.013	*	Kruskal-Wallis	FJY37A_bin.7	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.063683074	0.936026936	other_families
MAG8235	0.0127202294308932	0.013	0.013	*	Kruskal-Wallis	SHCC104A_bin.35	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UMGS1590	s__	0.167906695	0.828282828	other_families
MAG10274	0.0138810848672852	0.014	0.014	*	Kruskal-Wallis	SHCC167A_bin.80	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.036863704	0.326599327	other_families
MAG10592	0.0140553839848734	0.014	0.014	*	Kruskal-Wallis	SHCC178B_bin_with_2dai_data_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella merdipullorum	0.04836232	0.64983165	other_families
MAG10809	0.0143593429504671	0.014	0.014	*	Kruskal-Wallis	SHCC183A_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp905215575	0.768702652	0.861952862	other_genus_from_Bacteroidaceae
MAG11155	0.0138326209052939	0.014	0.014	*	Kruskal-Wallis	SHCC192A_bin.72	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp944388725	0.069669835	0.61952862	other_families
MAG11412	0.0141010877778704	0.014	0.014	*	Kruskal-Wallis	SHCC1A_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS263	s__UMGS263 sp900540535	0.16211951	0.336700337	other_families
MAG11728	0.0138394964360545	0.014	0.014	*	Kruskal-Wallis	SHCC207B_bin_with_2dai_data_bin.142	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__	0.69302762	0.878787879	other_families
MAG12086	0.0135320180749469	0.014	0.014	*	Kruskal-Wallis	SHCC217A_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__	0.23792302	0.878787879	other_families
MAG12482	0.0137833062268939	0.014	0.014	*	Kruskal-Wallis	SHCC231A_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecivivens	s__Faecivivens stercoripullorum	0.051675402	0.451178451	other_families
MAG12567	0.0139602224717505	0.014	0.014	*	Kruskal-Wallis	SHCC234B_bin.64	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.244952229	0.747474747	other_families
MAG12647	0.0138718811570277	0.014	0.014	*	Kruskal-Wallis	SHCC236A_bin.80	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__	0.080096892	0.868686869	other_genus_from_Bacteroidaceae
MAG12765	0.0142958722572282	0.014	0.014	*	Kruskal-Wallis	SHCC241A_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	0.236628593	0.882154882	other_families
MAG13251	0.0140019096977313	0.014	0.014	*	Kruskal-Wallis	SHCC254B_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__	0.050869367	0.565656566	other_families
MAG14348	0.0143920421986573	0.014	0.014	*	Kruskal-Wallis	SHCC278A_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.828260636	0.912457912	other_genus_from_Bacteroidaceae
MAG14415	0.0143171412529006	0.014	0.014	*	Kruskal-Wallis	SHCC27A_bin.43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CALXEN01	s__CALXEN01 sp944386495	0.145321687	0.764309764	other_families
MAG14568	0.0138958429095287	0.014	0.014	*	Kruskal-Wallis	SHCC284A_bin.14	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	0.106891017	0.515151515	other_families
MAG1547	0.0136305061823456	0.014	0.014	*	Kruskal-Wallis	BKDN170795837_1A_bin.10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella rara	0.023763061	0.723905724	other_genus_from_Bacteroidaceae
MAG16341	0.0138518672945372	0.014	0.014	*	Kruskal-Wallis	SHCC56A_bin.61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.468448603	0.97979798	other_families
MAG16546	0.0141139235810371	0.014	0.014	*	Kruskal-Wallis	SHCC60A_bin.2	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.099037111	0.464646465	other_families
MAG18486	0.0140759551106521	0.014	0.014	*	Kruskal-Wallis	SRR21163433_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__	s__	0.024427675	0.367003367	other_families
MAG19660	0.0142858441876161	0.014	0.014	*	Kruskal-Wallis	SRR29409648_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum	0.050035047	0.508417508	other_families
MAG1994	0.0139564989724284	0.014	0.014	*	Kruskal-Wallis	BKDN170796413_1A_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Pseudobutyricicoccus	s__Pseudobutyricicoccus sp003477405	0.024101121	0.390572391	other_families
MAG20662	0.013613053692925	0.014	0.014	*	Kruskal-Wallis	SRR29449381_bin.24	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.010847485	0.228956229	other_families
MAG2767	0.0139809710422875	0.014	0.014	*	Kruskal-Wallis	CCH210A_bin.48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__HGM11808	s__	0.090528476	0.835016835	other_families
MAG2976	0.0143170682485658	0.014	0.014	*	Kruskal-Wallis	CCH247A_bin.48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp944388725	0.096688875	0.693602694	other_families
MAG3227	0.0137143495830117	0.014	0.014	*	Kruskal-Wallis	CCH258_bin_with_3dai_data_bin.7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella rara	0.024092577	0.730639731	other_genus_from_Bacteroidaceae
MAG3411	0.0140139926713191	0.014	0.014	*	Kruskal-Wallis	CCH295_1A_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp003477995	0.036504517	0.225589226	other_genus_from_Bacteroidaceae
MAG4151	0.0143957710331526	0.014	0.014	*	Kruskal-Wallis	CCS17A_bin.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola barnesiae	0.601519414	0.865319865	g__Phocaeicola
MAG4238	0.013773805538106	0.014	0.014	*	Kruskal-Wallis	CCS19A_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__	0.040897582	0.34006734	other_genus_from_Bacteroidaceae
MAG4297	0.0142238346131216	0.014	0.014	*	Kruskal-Wallis	CCS20A_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp944388725	0.145626246	0.777777778	other_families
MAG4875	0.0140017275144675	0.014	0.014	*	Kruskal-Wallis	CCY23A_bin.2	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.026876093	0.36026936	other_families
MAG5505	0.0141552941322604	0.014	0.014	*	Kruskal-Wallis	CCY43A_bin.13	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella tanakaei	0.023802325	0.454545455	other_families
MAG5651	0.0137670548960859	0.014	0.014	*	Kruskal-Wallis	CCY47A_bin.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella rara	0.014219008	0.609427609	other_genus_from_Bacteroidaceae
MAG5685	0.013972648770456	0.014	0.014	*	Kruskal-Wallis	CCY49A_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Pseudobutyricicoccus	s__Pseudobutyricicoccus sp003477405	0.012927845	0.37037037	other_families
MAG5816	0.0141713416492518	0.014	0.014	*	Kruskal-Wallis	CCY6A_bin.52	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.026307534	0.292929293	other_families
MAG7190	0.0136069926552507	0.014	0.014	*	Kruskal-Wallis	FJY29A_bin.1	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.047187843	0.37037037	other_families
MAG8436	0.0140497829710934	0.014	0.014	*	Kruskal-Wallis	SHCC110A_bin.45	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900549465	0.549298143	0.656565657	other_families
MAG9586	0.0139397104323553	0.014	0.014	*	Kruskal-Wallis	SHCC146A_bin.62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000433175	0.079014594	0.572390572	other_genus_from_Bacteroidaceae
MAG9906	0.0142836807290632	0.014	0.014	*	Kruskal-Wallis	SHCC157B_bin.2	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.045650197	0.383838384	other_families
MAG10253	0.0152682384303108	0.015	0.015	*	Kruskal-Wallis	SHCC167A_bin.53	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	0.053996801	0.461279461	other_families
MAG10353	0.0146102818741125	0.015	0.015	*	Kruskal-Wallis	SHCC16A_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp002160145	0.694996271	0.909090909	other_families
MAG10666	0.0148105556173581	0.015	0.015	*	Kruskal-Wallis	SHCC17A_bin.33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900542985	0.056446566	0.414141414	g__Phocaeicola
MAG10738	0.0151421060133858	0.015	0.015	*	Kruskal-Wallis	SHCC181A_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900556845	0.334241069	0.747474747	g__Phocaeicola
MAG11670	0.0149530119437748	0.015	0.015	*	Kruskal-Wallis	SHCC206A_bin.61	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.053749172	0.286195286	other_families
MAG12722	0.0153983134446369	0.015	0.015	*	Kruskal-Wallis	SHCC23A_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__	0.502371594	0.895622896	other_genus_from_Bacteroidaceae
MAG13259	0.0149972711144898	0.015	0.015	*	Kruskal-Wallis	SHCC254B_bin.51	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CALXEN01	s__CALXEN01 sp944386495	0.052269098	0.491582492	other_families
MAG14495	0.0150396168253396	0.015	0.015	*	Kruskal-Wallis	SHCC282A_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.060496084	0.228956229	other_families
MAG14588	0.0148633156422024	0.015	0.015	*	Kruskal-Wallis	SHCC285A_bin.35	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__	0.019016081	0.36026936	other_genus_from_Bacteroidaceae
MAG14819	0.0153679430314833	0.015	0.015	*	Kruskal-Wallis	SHCC288B_bin_with_2dai_data_bin.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.390889199	0.966329966	g__Phocaeicola
MAG15903	0.0147547091568243	0.015	0.015	*	Kruskal-Wallis	SHCC44A_bin.81	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.031041714	0.252525253	other_families
MAG16574	0.0148313446089197	0.015	0.015	*	Kruskal-Wallis	SHCC62A_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__Avibacteroides sp944320965	0.147028535	0.208754209	other_genus_from_Bacteroidaceae
MAG16859	0.0148111333920033	0.015	0.015	*	Kruskal-Wallis	SHCC70A_bin.67	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.363007754	0.818181818	other_genus_from_Bacteroidaceae
MAG16928	0.0147188530335923	0.015	0.015	*	Kruskal-Wallis	SHCC73A_bin.18	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.040199652	0.265993266	other_families
MAG18282	0.014750798060213	0.015	0.015	*	Kruskal-Wallis	SRR21163429_bin.63	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__	0.042848175	0.713804714	other_families
MAG19622	0.0145369390072258	0.015	0.015	*	Kruskal-Wallis	SRR29409646_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallinarum	0.040599451	0.542087542	other_families
MAG22156	0.0147648039937193	0.015	0.015	*	Kruskal-Wallis	SRR29472742_bin.24	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.001478136	0.585858586	other_genus_from_Bacteroidaceae
MAG22961	0.0153265982686032	0.015	0.015	*	Kruskal-Wallis	SRR29536186_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.099657343	0.976430976	g__Phocaeicola
MAG22978	0.0151227194022296	0.015	0.015	*	Kruskal-Wallis	SRR29536186_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__	0.017908611	0.407407407	other_genus_from_Bacteroidaceae
MAG359	0.0145384708240071	0.015	0.015	*	Kruskal-Wallis	BKDN170794001_1A_bin.77	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.051912498	0.390572391	other_families
MAG3814	0.0154612014246815	0.015	0.015	*	Kruskal-Wallis	CCH340_2A_bin.25	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacterium	s__	0.016683152	0.222222222	other_families
MAG394	0.0154306095908377	0.015	0.015	*	Kruskal-Wallis	BKDN170794002_1A_bin.60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900545545	0.068622172	0.898989899	other_families
MAG4136	0.0147349769601115	0.015	0.015	*	Kruskal-Wallis	CCS17A_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-793	s__	0.231534222	0.902356902	other_families
MAG4243	0.0152348643824496	0.015	0.015	*	Kruskal-Wallis	CCS19A_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp900544305	0.002766013	0.686868687	other_families
MAG4430	0.01497694933669	0.015	0.015	*	Kruskal-Wallis	CCS25B_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__	0.02633037	0.606060606	other_families
MAG4887	0.0151954296438279	0.015	0.015	*	Kruskal-Wallis	CCY23A_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp944384125	0.026901434	0.548821549	other_families
MAG5491	0.0149050956318014	0.015	0.015	*	Kruskal-Wallis	CCY42A_bin.37	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	0.010046525	0.821548822	other_families
MAG5789	0.014553760479467	0.015	0.015	*	Kruskal-Wallis	CCY50A_bin.94	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	0.125787778	0.851851852	other_families
MAG590	0.0152490582718072	0.015	0.015	*	Kruskal-Wallis	BKDN170794068_1A_bin.52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__	0.049710549	0.538720539	other_families
MAG823	0.0152056981644974	0.015	0.015	*	Kruskal-Wallis	BKDN170794165_1A_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp944323775	0.040985372	0.632996633	other_families
MAG9513	0.0153071024046339	0.015	0.015	*	Kruskal-Wallis	SHCC143A_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CALXEN01	s__CALXEN01 sp944386495	0.051162626	0.333333333	other_families
MAG10788	0.0161856825188909	0.016	0.016	*	Kruskal-Wallis	SHCC182A_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter hominis	0.026114744	0.225589226	other_families
