MGE_subtype,ARG,species,Sample
intI1,dfrA27,s__Escherichia coli,SHCC193A
qacEdelta,dfrA27,s__Escherichia coli,SHCC193A
IS903,APH(3')-Ia,s__Klebsiella pneumoniae,SHCC193A
tnpA,cfrA,s__Bacteroides fragilis,SHCC193A
IS91,AAC(6')-IIa,s__[Haemophilus] ducreyi,SHCC194A
IS91,arr-3,s__[Haemophilus] ducreyi,SHCC194A
tnpA,fexA,s__Staphylococcus simulans,SHCC194A
qacEdelta,qacEdelta1,s__unclassified Actinomycetes species,SHCC194A
qacEdelta,sul1,s__unclassified Actinomycetes species,SHCC194A
tnpA,cfrA,s__Segatella copri,SHCC194A
tnpA,cfrA,s__Segatella copri,SHCC194A
tnpA,tet(A),s__unclassified Bacteria species,SHCC194A
intI1,dfrA14,s__Escherichia coli,SHCC195A
tnpA,dfrA14,s__Escherichia coli,SHCC195A
tnpA,dfrA14,s__Escherichia coli,SHCC195A
tnpA,dfrA14,s__Escherichia coli,SHCC195A
tnpA,dfrA14,s__Escherichia coli,SHCC195A
tnpA,ErmA,s__Enterococcus faecium,SHCC195A
tnpA,tet(A),s__unclassified Enterobacterales species,SHCC195A
Tn916,tet(M),s__Enterococcus cecorum,SHCC195A
Tn916,tet(M),s__Enterococcus cecorum,SHCC195A
Tn916,tet(M),s__Enterococcus cecorum,SHCC195A
Tn916,tet(M),s__Enterococcus cecorum,SHCC195A
Tn916,tet(M),s__Enterococcus faecalis,SHCC196A
Tn916,tet(M),s__Enterococcus faecalis,SHCC196A
tnpA,FosB3,s__unclassified Enterococcus species,SHCC196A
tnpA,cfrA,s__Segatella copri,SHCC197A
tnpA,tet(A),s__unclassified Pseudomonadota species,SHCC197A
tnpA,fexA,s__Desulfovibrio piger,SHCC197A
tnpA,lnuC,s__Desulfovibrio piger,SHCC197A
tnpA,vanTG,s__unclassified Acutalibacteraceae species,SHCC197A
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,SHCC197A
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,SHCC197A
rep7,catA8,s__Staphylococcus simulans,SHCC197A
qacEdelta,sul1,s__unclassified Actinomycetes species,SHCC197A
tnpA,cfrA,s__Parabacteroides goldsteinii,SHCC198A
tnpA,fexA,s__Enterococcus faecium,SHCC198A
tnpA,fexA,s__Enterococcus faecium,SHCC198A
tnpA,TEM-1,s__Enterobacter asburiae,SHCC199A
tnpA,TEM-1,s__Enterobacter asburiae,SHCC199A
qacEdelta,qacEdelta1,s__Rhodococcus pyridinivorans,SHCC199A
qacEdelta,sul1,s__Rhodococcus pyridinivorans,SHCC199A
tnpA,cfrA,s__Parabacteroides goldsteinii,SHCC199A
tnpA,cfrA,s__Parabacteroides goldsteinii,SHCC199A
Tn916,tet(M),s__Ligilactobacillus animalis,SHCC199A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SHCC199A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SHCC199A
tnpA,FosB3,s__unclassified Enterococcus species,SHCC199A
tnpA,tet(45),s__Staphylococcus aureus,SHCC199A
tnpA,ErmA,s__Enterococcus faecium,SHCC199A
tnpA,ErmA,s__Enterococcus faecium,SHCC19A
tnpA,cfrA,s__Parabacteroides merdae,SHCC1A
tnpA,cfrA,s__Parabacteroides merdae,SHCC1A
tnpA,fexA,s__Enterococcus faecium,SHCC1A
tnpA,fexA,s__Enterococcus faecium,SHCC1A
qacEdelta,qacEdelta1,s__Rhodococcus pyridinivorans,SHCC1A
qacEdelta,sul1,s__Rhodococcus pyridinivorans,SHCC1A
Tn916,tet(44),s__Clostridium perfringens,SHCC1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SHCC1A
tnpA,OXA-347,s__Bacteroides thetaiotaomicron,SHCC1A
Tn916,tet(M),s__Enterococcus faecalis,SHCC200A
Tn916,tet(M),s__Enterococcus faecalis,SHCC200A
Tn916,tet(M),s__Enterococcus faecalis,SHCC200A
Tn916,tet(M),s__Enterococcus faecalis,SHCC200A
IS91,AAC(6')-IIa,s__[Haemophilus] ducreyi,SHCC200A
IS91,arr-3,s__[Haemophilus] ducreyi,SHCC200A
repUS12,tet(45),s__Staphylococcus aureus,SHCC200A
tnpA,ErmA,s__Enterococcus faecalis,SHCC200A
tnpA,cfrA,s__unclassified Prevotellaceae species,SHCC200A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SHCC200A
tnpA,TEM-1,s__Escherichia coli,SHCC200A
tnpA,tet(A),s__Comamonas resistens,SHCC201A
intI1,dfrA14,s__Escherichia coli,SHCC201A
qacEdelta,qacEdelta1,s__Shewanella xiamenensis,SHCC201A
qacEdelta,sul1,s__Shewanella xiamenensis,SHCC201A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC201A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC201A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC201A
rep7,catA8,s__Lactobacillus intestinalis,SHCC201A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,SHCC201A
tnpA,AAC(3)-IVa,s__unclassified Enterobacteriaceae species,SHCC201A
tnpA,AAC(3)-IVa,s__unclassified Enterobacteriaceae species,SHCC201A
tnpA,nimJ,s__Bacteroides graminisolvens,SHCC201A
tnpA,OXA-347,s__Bacteroides thetaiotaomicron,SHCC201A
tnpA,FosB3,s__unclassified Enterococcus species,SHCC201A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC202A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC202A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC202A
Tn916,tet(M),s__unclassified Enterococcus species,SHCC202A
tnpA,aadS,s__Riemerella anatipestifer,SHCC202A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,SHCC202A
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SHCC202A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,SHCC202A
tnpA,FosB3,s__unclassified Enterococcus species,SHCC202A
rep7,catA8,s__Limosilactobacillus reuteri,SHCC202A
tnpA,CTX-M-55,s__Escherichia coli,SHCC202A
